Rank,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGame,FantasyPoints
1,Daunte Culpepper,MIN,QB,16,4717,39,11,406,2,0,0,0,0,0,0,0,23.3,373.28
2,Peyton Manning,IND,QB,16,4557,49,10,38,0,0,0,0,0,0,0,0,22.5,360.08
3,Shaun Alexander,SEA,RB,16,0,0,0,1696,16,23,170,4,0,0,0,0,18.8,300.6
4,Tiki Barber,NYG,RB,16,0,0,0,1518,13,52,578,2,0,0,0,0,18.5,295.6
5,Donovan McNabb,PHI,QB,15,3875,31,8,220,3,0,0,0,0,0,0,0,19.4,291
6,LaDainian Tomlinson,LAC,RB,15,38,0,0,1335,17,53,441,1,0,0,0,0,18.9,283.12
7,Curtis Martin,NYJ,RB,16,0,0,0,1697,12,41,245,2,0,0,0,0,17.4,278.2
8,Trent Green,KC,QB,16,4591,27,17,85,0,0,0,0,0,0,0,0,16.3,260.14
9,Jake Plummer,DEN,QB,16,4089,27,20,202,1,0,0,0,0,0,0,0,16,255.76
10,Brett Favre,GB,QB,16,4088,30,17,36,0,0,0,0,0,0,0,0,15.9,255.12
11,Edgerrin James,IND,RB,16,0,0,0,1548,9,51,483,0,0,0,0,0,15.9,255.1
12,Domanick Davis,HOU,RB,15,0,0,0,1188,13,68,588,1,0,0,0,0,16.9,253.6
13,Jake Delhomme,CAR,QB,16,3886,29,15,71,1,0,0,0,0,0,0,0,15.5,248.54
14,Corey Dillon,NE,RB,15,0,0,0,1635,12,15,103,1,0,0,0,0,16.4,245.8
15,Aaron Brooks,NO,QB,16,3810,21,16,173,4,1,1,0,0,0,0,0,15.2,243.8
16,Drew Brees,LAC,QB,15,3159,27,7,85,2,1,38,0,0,0,0,0,16,240.66
17,Muhsin Muhammad,CAR,WR,16,0,0,0,15,0,93,1405,16,0,0,0,0,14.8,236
18,Marc Bulger,LAR,QB,14,3964,21,14,89,3,0,0,0,0,0,0,0,16.8,235.46
19,Tom Brady,NE,QB,16,3692,28,14,28,0,0,0,0,0,0,0,0,14,224.48
20,Michael Vick,ATL,QB,15,2313,14,12,902,3,0,0,0,0,0,0,0,14.6,218.72
21,Rudi Johnson,CIN,RB,16,0,0,0,1454,12,15,84,0,0,0,0,0,13.6,217.8
22,Buffalo Bills,BUF,DST,16,0,0,0,0,0,0,0,0,45,24,21,15,13.3,213
23,Matt Hasselbeck,SEA,QB,14,3382,22,15,90,1,0,0,0,0,0,0,0,15,210.28
24,Joe Horn,NO,WR,16,0,0,0,0,0,94,1399,11,0,0,0,0,13,207.9
25,Javon Walker,GB,WR,16,0,0,0,0,0,89,1382,12,0,0,0,0,12.9,206.2
26,Willis McGahee,BUF,RB,16,0,0,0,1128,13,22,169,0,0,0,0,0,12.7,203.7
27,Brian Westbrook,PHI,RB,13,0,0,0,812,3,73,703,6,0,0,0,0,15.7,203.5
28,David Carr,HOU,QB,16,3531,16,14,299,0,0,0,0,0,0,0,0,12.7,203.14
29,Terrell Owens,PHI,WR,14,0,0,0,-5,0,77,1200,14,0,0,0,0,14.4,201.5
30,Marvin Harrison,IND,WR,16,0,0,0,0,0,86,1113,15,0,0,0,0,12.5,199.3
31,D Bennett,TEN,WR,16,26,1,0,12,0,80,1247,11,0,0,0,0,12.3,196.94
32,Torry Holt,LAR,WR,16,0,0,0,0,0,94,1372,10,0,0,0,0,12.2,195.2
33,Priest Holmes,KC,RB,8,0,0,0,892,14,19,187,1,0,0,0,0,24.2,193.9
34,Clinton Portis,WAS,RB,15,15,1,0,1315,5,40,235,2,0,0,0,0,12.9,193.6
35,Reggie Wayne,IND,WR,16,0,0,0,-4,0,77,1210,12,0,0,0,0,12,192.6
36,Baltimore Ravens,BAL,DST,16,0,0,0,0,0,0,0,0,39,21,17,13,12,192
37,Reuben Droughns,DEN,RB,16,0,0,0,1240,6,32,241,2,0,0,0,0,11.9,190.1
38,Warrick Dunn,ATL,RB,16,0,0,0,1106,9,29,294,0,0,0,0,0,11.9,190
39,Byron Leftwich,JAX,QB,14,2941,15,10,148,2,1,-7,0,0,0,0,0,13.6,189.74
40,Ahman Green,GB,RB,15,20,1,0,1163,7,40,275,1,0,0,0,0,12.6,188.6
41,Joey Harrington,DET,QB,16,3047,19,12,175,0,0,0,0,0,0,0,0,11.7,187.38
42,Chad Johnson,CIN,WR,16,0,0,0,39,0,95,1274,9,0,0,0,0,11.6,185.3
43,New England Patriots,NE,DST,16,0,0,0,0,0,0,0,0,45,20,23,16,11.4,183
44,Kerry Collins,LV,QB,14,3495,21,20,36,0,0,0,0,0,0,0,0,13,181.4
45,Jerome Bettis,PIT,RB,15,10,1,0,941,13,6,46,0,0,0,0,0,12.1,181.1
46,Michael Pittman,TB,RB,13,0,0,0,926,7,41,391,3,0,0,0,0,13.8,179.7
47,Thomas Jones,CHI,RB,14,0,0,0,948,7,56,427,0,0,0,0,0,12.7,177.5
48,Deuce McAllister,NO,RB,14,0,0,0,1074,9,34,228,0,0,0,0,0,12.6,176.2
49,Pittsburgh Steelers,PIT,DST,16,0,0,0,0,0,0,0,0,41,19,20,13,11,176
50,Donnie Edwards,LAC,LB,16,0,0,0,0,0,0,0,0,1,5,3,0,11,175.2
51,Antonio Gates,LAC,TE,15,0,0,0,0,0,81,964,13,0,0,0,0,11.6,174.4
52,Donald Driver,GB,WR,16,0,0,0,4,0,84,1208,9,0,0,0,0,10.8,173.2
53,Vinny Testaverde,DAL,QB,16,3532,17,20,38,1,0,0,0,0,0,0,0,10.8,173.08
54,Keith Bulluck,TEN,LB,16,0,0,0,0,0,0,0,0,5,2,1,1,10.7,170.9
54,Fred Taylor,JAX,RB,14,0,0,0,1224,2,36,345,1,0,0,0,0,12.2,170.9
56,Tony Gonzalez,KC,TE,16,0,0,0,5,0,102,1258,7,0,0,0,0,10.5,168.3
57,Chad Pennington,NYJ,QB,13,2673,16,9,126,1,0,0,0,0,0,0,0,12.9,167.52
58,Ben Roethlisberger,PIT,QB,14,2621,17,11,144,1,0,0,0,0,0,0,0,11.9,167.24
59,Atlanta Falcons,ATL,DST,16,0,0,0,0,0,0,0,0,48,19,19,13,10.4,166
60,Brandon Stokley,IND,WR,16,0,0,0,0,0,68,1077,10,0,0,0,0,10.4,165.7
61,Kevin Jones,DET,RB,15,0,0,0,1133,5,28,180,1,0,0,0,0,11,165.3
62,Michael Clayton,TB,WR,16,0,0,0,30,0,80,1193,7,0,0,0,0,10.3,164.3
63,D Jackson,SEA,WR,16,0,0,0,0,0,87,1199,7,0,0,0,0,10.1,161.9
64,Nick Goings,CAR,RB,16,0,0,0,821,6,45,394,1,0,0,0,0,10.1,161.5
64,Nate Burleson,MIN,WR,16,0,0,0,49,0,68,1006,9,0,0,0,0,10.1,161.5
66,Emmitt Smith,ARI,RB,15,21,1,0,937,9,15,105,0,0,0,0,0,10.7,161.04
67,Cincinnati Bengals,CIN,DST,16,0,0,0,0,0,0,0,0,37,20,24,16,10,160
68,Rod Smith,DEN,WR,16,0,0,0,33,0,79,1144,7,0,0,0,0,10,159.7
69,Drew Bledsoe,BUF,QB,16,2932,20,16,37,0,0,0,0,0,0,0,0,9.9,158.98
70,Carson Palmer,CIN,QB,13,2897,18,18,47,1,0,0,0,0,0,0,0,12.2,158.58
71,Derrick Mason,TEN,WR,16,0,0,0,-3,0,96,1168,7,0,0,0,0,9.9,158.5
72,Billy Volek,TEN,QB,10,2486,18,10,50,1,1,0,0,0,0,0,0,15.8,158.44
73,Eddie Kennison,KC,WR,14,0,0,0,15,0,62,1086,8,0,0,0,0,11.3,158.1
74,Isaac Bruce,LAR,WR,16,0,0,0,0,0,89,1292,6,0,0,0,1,9.8,157.2
75,Chicago Bears,CHI,DST,16,0,0,0,0,0,0,0,0,35,17,20,12,9.8,157
76,Brian Griese,TB,QB,11,2632,20,12,17,0,1,-4,0,0,0,0,0,14.2,156.58
77,Indianapolis Colts,IND,DST,16,0,0,0,0,0,0,0,0,45,19,27,17,9.8,156
78,New York Jets,NYJ,DST,16,0,0,0,0,0,0,0,0,37,19,18,14,9.7,155
79,Jamal Lewis,BAL,RB,12,0,0,0,1006,7,10,116,0,0,0,0,0,12.8,154.2
80,Tampa Bay Buccaneers,TB,DST,16,0,0,0,0,0,0,0,0,45,16,16,11,9.6,154
81,Randy Moss,MIN,WR,13,37,0,1,0,0,49,767,13,0,0,0,0,11.7,152.18
82,Philadelphia Eagles,PHI,DST,16,0,0,0,0,0,0,0,0,47,17,19,11,9.5,152
83,Larry Johnson,KC,RB,10,0,0,0,581,9,22,278,2,0,0,0,0,15.2,151.9
84,Jamie Sharper,HOU,LB,16,0,0,0,0,0,0,0,0,2,0,3,1,9.5,151.4
85,Jimmy Smith,JAX,WR,16,0,0,0,0,0,74,1172,6,0,0,0,0,9.4,151.2
86,A Lelie,DEN,WR,16,0,0,0,5,0,54,1084,7,0,0,0,0,9.4,150.9
87,Chris Brown,TEN,RB,11,0,0,0,1067,6,20,147,0,0,0,0,0,13.6,149.4
87,Andre Johnson,HOU,WR,16,0,0,0,12,0,79,1142,6,0,0,0,0,9.3,149.4
87,Joe Porter,LV,CB,16,0,0,0,-4,0,64,998,9,0,0,0,0,9.3,149.4
90,Ed Reed,BAL,FS,16,0,0,0,0,0,0,0,0,2,9,3,2,9.3,148.8
91,Derrick Brooks,TB,LB,16,0,0,0,0,0,0,0,0,3,1,2,0,9.1,145.3
92,Kyle Boller,BAL,QB,16,2559,13,11,189,1,0,0,0,0,0,0,0,9.1,145.26
93,Adam Vinatieri,NE,K,16,4,1,0,0,0,0,0,0,0,0,0,0,9.1,145.16
94,Takeo Spikes,BUF,LB,16,0,0,0,0,0,0,0,0,3,5,3,1,9.1,145.1
95,Lee Evans,BUF,WR,16,0,0,0,85,0,48,843,9,0,0,0,0,9,144.8
96,Carolina Panthers,CAR,DST,16,0,0,0,0,0,0,0,0,34,26,19,12,8.9,143
97,Ray Lewis,BAL,LB,15,0,0,0,0,0,0,0,0,1,0,1,2,9.5,141.9
98,Kevan Barlow,SF,RB,15,0,0,0,822,7,35,212,0,0,0,0,0,9.4,141.4
99,London Fletcher,BUF,ILB,16,0,0,0,0,0,0,0,0,3.5,0,2,1,8.8,141.2
100,Chris Chambers,MIA,WR,15,0,0,0,76,0,69,898,7,0,0,0,0,9.3,139.4
101,Josh McCown,ARI,QB,14,2511,11,10,112,2,1,-5,0,0,0,0,0,9.9,139.14
102,Washington Football Team,WAS,DST,16,0,0,0,0,0,0,0,0,40,18,13,8,8.7,139
103,Ronde Barber,TB,FS,16,0,0,0,0,0,0,0,0,3,3,2,2,8.7,138.5
104,James Farrior,PIT,LB,16,0,0,0,0,0,0,0,0,3,4,3,3,8.6,137.2
105,Detroit Lions,DET,DST,16,0,0,0,0,0,0,0,0,38,14,17,10,8.6,137
106,Houston Texans,HOU,DST,16,0,0,0,0,0,0,0,0,24,22,11,8,8.5,136
107,Dunta Robinson,HOU,CB,16,0,0,0,0,0,0,0,0,3,6,3,0,8.5,135.6
108,Lance Briggs,CHI,OLB,16,0,0,0,0,0,0,0,0,0.5,1,0,0,8.4,135.2
109,Marshall Faulk,LAR,RB,14,0,0,0,774,3,50,310,1,0,0,0,0,9.6,134.4
110,Eric Moulds,BUF,WR,16,0,0,0,19,0,88,1043,5,0,0,0,0,8.4,134.2
111,Jason Witten,DAL,TE,16,0,0,0,0,0,87,980,6,0,0,0,0,8.4,134
111,Arizona Cardinals,ARI,DST,16,0,0,0,0,0,0,0,0,38,15,20,15,8.4,134
111,Seattle Seahawks,SEA,DST,16,0,0,0,0,0,0,0,0,36,23,19,12,8.4,134
114,Will Witherspoon,CAR,OLB,16,0,0,0,0,0,0,0,0,3,4,1,1,8.3,133.1
115,Hines Ward,PIT,WR,16,0,0,0,25,1,80,1004,4,0,0,0,0,8.3,132.9
116,Tedy Bruschi,NE,LB,16,0,0,0,0,0,0,0,0,3.5,3,3,0,8.3,132.5
116,Derrick Blaylock,KC,RB,12,0,0,0,539,8,25,246,1,0,0,0,0,11,132.5
118,M Green,CHI,SS,16,0,0,0,0,0,0,0,0,1.5,2,2,4,8.2,131.6
119,Kevin Johnson,DAL,WR,16,0,0,1,13,0,70,981,6,0,0,0,0,8.2,131.4
120,Jason Elam,DEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.2,131
121,Julius Peppers,CAR,DE,16,0,0,0,0,0,0,0,0,11,2,4,1,8.1,130.1
122,Los Angeles Chargers,LAC,DST,16,0,0,0,0,0,0,0,0,29,23,12,10,8.1,130
122,New Orleans Saints,NO,DST,16,0,0,0,0,0,0,0,0,37,13,25,20,8.1,130
122,New York Giants,NYG,DST,16,0,0,0,0,0,0,0,0,40,14,18,14,8.1,130
122,Jacksonville Jaguars,JAX,DST,16,0,0,0,0,0,0,0,0,37,16,14,11,8.1,130
126,M Peterson,JAX,LB,16,0,0,0,0,0,0,0,0,5,0,1,1,8.1,129.6
127,Julius Jones,DAL,RB,8,0,0,0,819,7,17,109,0,0,0,0,0,16.1,128.8
128,Terrence McGee,BUF,CB,16,0,0,0,0,0,0,0,0,2,3,0,1,8,128.7
129,Danny Clark,LV,LB,16,0,0,0,0,0,0,0,0,2,0,1,0,8,128.1
130,Jeff Reed,PIT,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8,128
131,Roy Williams,DET,WR,14,0,0,0,1,0,54,817,8,0,0,0,0,9.1,127.8
132,Larry Fitzgerald,ARI,WR,16,0,0,0,14,0,58,780,8,0,0,0,0,8,127.4
133,Rodney Harrison,NE,SS,16,0,0,0,0,0,0,0,0,3,2,3,0,8,127.3
134,TJ Houshmandzadeh,CIN,WR,16,0,0,0,51,0,73,978,4,0,0,0,0,7.9,126.9
135,Nick Barnett,GB,ILB,16,0,0,0,0,0,0,0,0,3,1,0,1,7.9,126.7
136,Nate Clements,BUF,SS,16,0,0,0,0,0,0,0,0,0.5,6,5,1,7.9,126.5
137,Marcus Trufant,SEA,CB,16,0,0,0,0,0,0,0,0,1,5,0,0,7.9,125.8
138,Antonio Pierce,WAS,LB,16,0,0,0,0,0,0,0,0,1,2,1,2,7.8,125.4
139,Adrian Wilson,ARI,SS,16,0,0,0,0,0,0,0,0,1,3,1,2,7.8,125.1
140,Zack Thomas,MIA,LB,13,0,0,0,0,0,0,0,0,2,0,0,0,9.6,124.5
141,Keith Brooking,ATL,LB,16,0,0,0,0,0,0,0,0,2.5,3,2,1,7.8,124.2
142,David Akers,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.8,124
142,Shayne Graham,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.8,124
144,Charles Grant,NO,DE,16,0,0,0,0,0,0,0,0,10.5,1,3,1,7.7,123.3
145,D Patten,NE,WR,16,0,0,0,5,0,44,800,7,0,0,0,0,7.7,122.5
146,B Simmons,CIN,LB,15,0,0,0,0,0,0,0,0,1,2,3,1,8.2,122.4
147,Kevin Williams,MIN,DT,16,0,0,0,0,0,0,0,0,11.5,1,2,3,7.6,122
147,Ryan Longwell,GB,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,122
149,M Williams,CIN,SS,16,0,0,0,0,0,0,0,0,2,3,0,2,7.6,121.4
150,Troy Polamalu,PIT,SS,16,0,0,0,0,0,0,0,0,1,5,1,0,7.5,120.7
151,S Foley,LAC,LB,16,0,0,0,0,0,0,0,0,10,2,5,2,7.5,120
151,Miami Dolphins,MIA,DST,16,0,0,0,0,0,0,0,0,36,15,18,10,7.5,120
153,M Vanderjagt,IND,K,15,0,0,0,0,0,0,0,0,0,0,0,0,7.9,119
154,A Wilson,DEN,LB,16,0,0,0,0,0,0,0,0,2.5,2,2,0,7.4,118.5
155,Jonathan Vilma,NYJ,OLB,16,0,0,0,0,0,0,0,0,2,3,0,1,7.4,118.3
156,Nate Kaeding,LAC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.4,118
157,Eric Barton,NYJ,LB,16,0,0,0,0,0,0,0,0,2.5,1,1,4,7.4,117.9
158,O Smith,MIN,RB,11,0,0,0,544,2,36,394,2,0,0,0,0,10.7,117.8
159,D Morgan,CAR,LB,12,0,0,0,0,0,0,0,0,2,2,1,2,9.8,117.2
160,Matt Stover,BAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117
160,Rian Lindell,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.3,117
162,Patrick Kerney,ATL,DE,16,0,0,0,0,0,0,0,0,13,1,2,1,7.3,116.9
163,Sinorice Moss,NYJ,WR,15,0,0,0,18,0,45,838,5,0,0,0,0,7.7,115.6
164,D Darius,JAX,SS,16,0,0,0,0,0,0,0,0,0,5,2,4,7.2,115
165,M Washington,WAS,LB,16,0,0,0,0,0,0,0,0,4.5,0,1,1,7.1,114.2
166,Denver Broncos,DEN,DST,16,0,0,0,0,0,0,0,0,38,12,17,8,7.1,114
167,D Nguyen,DAL,LB,16,0,0,0,0,0,0,0,0,1,3,1,1,7.1,113.8
168,M Robinson,MIN,WR,16,0,0,0,0,0,47,657,8,0,0,0,0,7.1,113.7
169,K Lucas,SEA,CB,16,0,0,0,0,0,0,0,0,0,6,0,2,7.1,113.5
170,D Smith,SF,LB,14,0,0,0,0,0,0,0,0,1.5,0,0,2,8.1,113.3
171,R Griffith,CLE,SS,16,0,0,0,0,0,0,0,0,1,1,0,0,7.1,113.1
172,Cato June,IND,LB,16,0,0,0,0,0,0,0,0,0,2,0,2,7,112.5
172,J Butler,LAR,CB,16,0,0,0,0,0,0,0,0,0,5,0,1,7,112.5
174,Cleveland Browns,CLE,DST,16,0,0,0,0,0,0,0,0,32,15,12,13,7,112
175,Darren Sharper,GB,FS,15,0,0,0,0,0,0,0,0,0,4,2,1,7.4,111.5
176,Alge Crumpler,ATL,TE,14,0,0,0,0,0,48,774,6,0,0,0,0,8,111.4
177,Sheldon Brown,PHI,CB,16,0,0,0,0,0,0,0,0,3,2,1,0,6.9,111
177,Josh Brown,SEA,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.9,111
179,Donte' Stallworth,NO,WR,16,0,0,0,37,0,58,767,5,0,0,0,0,6.9,110.4
180,Steven Jackson,LAR,RB,14,0,0,0,673,4,19,189,0,0,0,0,0,7.9,110.2
181,Erik Coleman,NYJ,SS,16,0,0,0,0,0,0,0,0,2,4,0,1,6.8,109.4
182,Jason Taylor,MIA,LB,16,0,0,0,0,0,0,0,0,9.5,1,2,3,6.8,109
182,Lawrence Tynes,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,109
184,D Williams,DEN,LB,16,0,0,0,0,0,0,0,0,2,1,1,0,6.8,108.8
185,D Smith,TB,SS,16,0,0,0,0,0,0,0,0,0,3,3,0,6.8,108.5
186,Aaron Schobel,BUF,DE,16,0,0,0,0,0,0,0,0,8,0,5,3,6.8,108.3
187,Jeff Garcia,CLE,QB,11,1731,10,9,169,2,0,0,0,0,0,0,0,9.8,108.14
188,John Carney,NO,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,108
188,Sebastian Janikowski,LV,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.8,108
190,Michael Lewis,PHI,SS,16,0,0,0,0,0,0,0,0,0,1,2,1,6.7,107
190,D Brien,NYJ,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.7,107
192,G Baxter,BAL,FS,16,0,0,0,0,0,0,0,0,2,1,2,0,6.7,106.8
193,T James,CIN,LB,16,0,0,0,0,0,0,0,0,0,8,2,1,6.7,106.5
193,Brian Dawkins,PHI,SS,15,0,0,0,0,0,0,0,0,3,4,2,1,7.1,106.5
195,Tim Rattay,SF,QB,9,2169,10,10,55,0,0,0,0,0,0,0,0,11.8,106.26
196,K Herndon,DEN,CB,16,0,0,0,0,0,0,0,0,1,2,3,1,6.6,106
197,Will Allen,NYG,DB,16,0,0,0,0,0,0,0,0,1,1,1,0,6.6,105.6
198,Keary Colbert,CAR,WR,15,0,0,0,0,0,47,754,5,0,0,0,0,7,105.4
198,D Givens,NE,WR,15,0,0,0,0,0,56,874,3,0,0,0,0,7,105.4
200,R McMichael,MIA,TE,16,0,0,0,0,0,73,791,4,0,0,0,0,6.6,105.1
201,Minnesota Vikings,MIN,DST,16,0,0,0,0,0,0,0,0,39,11,17,11,6.6,105
201,Green Bay Packers,GB,DST,16,0,0,0,0,0,0,0,0,40,8,13,7,6.6,105
203,T Kiel,LAC,SS,16,0,0,0,0,0,0,0,0,1,2,0,1,6.6,104.8
204,Bertrand Berry,ARI,LB,16,0,0,0,0,0,0,0,0,14.5,0,4,2,6.5,104.5
205,L Suggs,CLE,RB,10,0,0,0,744,2,20,178,1,0,0,0,0,10.4,104.2
206,K Wong,HOU,LB,16,0,0,0,0,0,0,0,0,5.5,3,1,1,6.5,103.9
207,S Springs,WAS,SS,15,0,0,0,0,0,0,0,0,6,5,1,0,6.9,103.7
208,R Curry,LV,WR,12,0,0,0,-3,0,50,679,6,0,0,0,0,8.6,103.6
209,T Jones,NO,S,16,0,0,0,0,0,0,0,0,0,1,1,1,6.5,103.5
210,S Taylor,WAS,S,15,0,0,0,0,0,0,0,0,1,4,2,0,6.9,103.3
211,Mike Minter,CAR,SS,16,0,0,0,0,0,0,0,0,2,0,3,2,6.4,103.2
212,S Christie,NYG,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.4,103
213,W Demps,BAL,WR,16,0,0,0,0,0,0,0,0,2.5,1,2,2,6.4,102.8
214,Bryan Scott,ATL,OLB,16,0,0,0,0,0,0,0,0,2.5,1,1,1,6.4,102.6
214,Jeremy Shockey,NYG,TE,15,0,0,0,0,0,61,666,6,0,0,0,0,6.8,102.6
216,Akin Ayodele,JAX,LB,16,0,0,0,0,0,0,0,0,2,0,2,1,6.4,102.1
217,Neil Rackers,ARI,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.4,102
218,Terence Newman,DAL,CB,16,0,0,0,0,0,0,0,0,0,4,2,0,6.3,101
218,Sammie Knight,MIA,SS,16,0,0,0,0,0,0,0,0,0,4,2,1,6.3,101
220,Sammy Morris,MIA,RB,13,0,0,0,523,6,22,124,0,0,0,1,0,7.7,100.7
221,K Kennedy,DEN,SS,16,0,0,0,0,0,0,0,0,2,1,2,1,6.3,100.5
221,J McCareins,NYJ,WR,16,0,0,0,-5,0,56,770,4,0,0,0,0,6.3,100.5
223,D Macklin,ARI,DB,16,0,0,0,0,0,0,0,0,0.5,4,1,1,6.3,100.4
224,Jason Hanson,DET,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100
224,Phil Dawson,CLE,K,16,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100
226,Plaxico Burress,PIT,WR,11,0,0,0,0,0,35,698,5,0,0,0,0,9.1,99.8
226,Chester Taylor,BAL,RB,16,0,0,0,714,2,30,184,0,0,0,0,0,6.2,99.8
226,J Morton,KC,WR,13,0,0,0,43,0,55,795,3,0,0,0,0,7.7,99.8
